Genome Name,Accession,PATRIC ID,Refseq Locus Tag,Alt Locus Tag,Gene,Product,Annotation,Pathway Name,EC Description
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2398,,,,"Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)",PATRIC,"Glutathione metabolism","Ribonucleoside-diphosphate reductase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2479,,,,"Sarcosine oxidase delta subunit (EC 1.5.3.1)",PATRIC,"Glycine, serine and threonine metabolism","Sarcosine oxidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2501,,,,"Succinate-semialdehyde dehydrogenase [NAD(P)+] (EC 1.2.1.16)",PATRIC,"Tyrosine metabolism","Succinate-semialdehyde dehydrogenase (NAD(P)(+))"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2508,,,,"2-hydroxyhepta-2,4-diene-1,7-dioate isomerase (EC 5.3.3.-)",PATRIC,"alpha-Linolenic acid metabolism","Transposing C==C bonds"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2509,,,,"5-carboxymethyl-2-oxo-hex-3- ene-1,7-dioate decarboxylase (EC 4.1.1.68)",PATRIC,"Tyrosine metabolism","5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2604,,,,"Carbonic anhydrase, beta class (EC 4.2.1.1)",PATRIC,"Nitrogen metabolism","Carbonate dehydratase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2609,,,,"4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.39)",PATRIC,"Toluene and xylene degradation","4-hydroxy-2-oxovalerate aldolase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2647,,,,"Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)",PATRIC,"Glutathione metabolism","Ribonucleoside-diphosphate reductase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2701,,,,"Glutathione reductase (EC 1.8.1.7)",PATRIC,"Glutathione metabolism","Glutathione-disulfide reductase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2723,,,,"Glycerate kinase (EC 2.7.1.31)",PATRIC,"Glycine, serine and threonine metabolism","Glycerate 3-kinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2728,,,,"3,4-dihydroxyphenylacetate 2,3-dioxygenase (EC 1.13.11.15)",PATRIC,"Tyrosine metabolism","3,4-dihydroxyphenylacetate 2,3-dioxygenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2730,,,,"2-hydroxyhepta-2,4-diene-1,7-dioate isomerase (EC 5.3.3.-)",PATRIC,"Tyrosine metabolism","Transposing C==C bonds"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2748,,,,"2-ketogluconate 6-phosphate reductase (EC 1.1.1.43)",PATRIC,"Pentose phosphate pathway","Phosphogluconate 2-dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2760,,,,"N-methylhydantoinase A (EC 3.5.2.14)",PATRIC,"Arginine and proline metabolism","N-methylhydantoinase (ATP-hydrolyzing)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2888,,,,"Glycerol kinase (EC 2.7.1.30)",PATRIC,"Glycerolipid metabolism","Glycerol kinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2901,,,,"1-pyrroline-4-hydroxy-2-carboxylate deaminase (EC 3.5.4.22)",PATRIC,"Arginine and proline metabolism","1-pyrroline-4-hydroxy-2-carboxylate deaminase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2922,,,,"Aspartate racemase (EC 5.1.1.13)",PATRIC,"Alanine, aspartate and glutamate metabolism","Aspartate racemase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2925,,,,"Cytochrome c oxidase (cbb3-type) subunit CcoN (EC 1.9.3.1)",PATRIC,"Oxidative phosphorylation","Cytochrome-c oxidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2944,,,,"Alpha-amylase (EC 3.2.1.1)",PATRIC,"Starch and sucrose metabolism","Alpha-amylase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2945,,,,"Trehalose synthase (EC 5.4.99.16)",PATRIC,"Starch and sucrose metabolism","Maltose alpha-D-glucosyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3003,,,,"6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)",PATRIC,"Pentose phosphate pathway","Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3074,,,,"Fructokinase (EC 2.7.1.4)",PATRIC,"Fructose and mannose metabolism","Fructokinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3082,,,,"3-hydroxyisobutyryl-CoA hydrolase (EC 3.1.2.4)",PATRIC,"beta-Alanine metabolism","3-hydroxyisobutyryl-CoA hydrolase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3089,,,,"Arginine N-succinyltransferase, beta subunit (EC 2.3.1.109)",PATRIC,"Arginine and proline metabolism","Arginine N-succinyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3091,,,,"Polymyxin resistance protein ArnC, glycosyl transferase (EC 2.4.-.-)",PATRIC,"Lipopolysaccharide biosynthesis","Glycosyltransferases"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3196,,,,"Diaminobutyrate--2-oxoglutarate transaminase (EC 2.6.1.76)",PATRIC,"Glycine, serine and threonine metabolism","Diaminobutyrate--2-oxoglutarate transaminase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3237,,,,"Phospholipase C (EC 3.1.4.3)",PATRIC,"Ether lipid metabolism","Phospholipase C"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3258,,,,"Argininosuccinate lyase (EC 4.3.2.1)",PATRIC,"Arginine and proline metabolism","Argininosuccinate lyase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3280,,,,"Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)",PATRIC,"Fatty acid metabolism","Long-chain-fatty-acid--CoA ligase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3356,,,,"Epoxide hydrolase (EC 3.3.2.9)",PATRIC,"Metabolism of xenobiotics by cytochrome P450","Microsomal epoxide hydrolase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3362,,,,"Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)",PATRIC,"Fatty acid metabolism","Long-chain-fatty-acid--CoA ligase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3371,,,,"Alkane-1 monooxygenase (EC 1.14.15.3)",PATRIC,"Arachidonic acid metabolism","Alkane 1-monooxygenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3471,,,,"Respiratory nitrate reductase gamma chain (EC 1.7.99.4)",PATRIC,"Nitrogen metabolism","Nitrate reductase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3472,,,,"Respiratory nitrate reductase delta chain (EC 1.7.99.4)",PATRIC,"Nitrogen metabolism","Nitrate reductase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3474,,,,"Respiratory nitrate reductase alpha chain (EC 1.7.99.4)",PATRIC,"Nitrogen metabolism","Nitrate reductase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3485,,,,"Pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5)",PATRIC,"Vitamin B6 metabolism","Pyridoxal 5'-phosphate synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3508,,,,"Precorrin-2 oxidase (EC 1.3.1.76) @ Sirohydrochlorin ferrochelatase activity of CysG (EC 4.99.1.4) / Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)",PATRIC,"Porphyrin and chlorophyll metabolism","Uroporphyrinogen-III C-methyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3537,,,,"CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)",PATRIC,"Glycine, serine and threonine metabolism","CDP-diacylglycerol--serine O-phosphatidyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3544,,,,"NADH pyrophosphatase (EC 3.6.1.22), decaps 5'-NAD modified RNA",PATRIC,"Nicotinate and nicotinamide metabolism","NAD(+) diphosphatase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3566,,,,"Chromate reductase (EC 1.6.5.2)",PATRIC,"Ubiquinone and other terpenoid-quinone biosynthesis","NAD(P)H dehydrogenase (quinone)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3570,,,,"Lysine decarboxylase, inducible (EC 4.1.1.18)",PATRIC,"Lysine degradation","Lysine decarboxylase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3574,,,,"Hydroxyacylglutathione hydrolase (EC 3.1.2.6)",PATRIC,"Pyruvate metabolism","Hydroxyacylglutathione hydrolase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3646,,,,"Epoxide hydrolase (EC 3.3.2.9)",PATRIC,"Metabolism of xenobiotics by cytochrome P450","Microsomal epoxide hydrolase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3649,,,,"Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)",PATRIC,"Peptidoglycan biosynthesis","Peptidoglycan glycosyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3650,,,,"Peptidoglycan D,D-transpeptidase MrdA (EC 3.4.16.4)",PATRIC,"Peptidoglycan biosynthesis","Serine-type D-Ala-D-Ala carboxypeptidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3651,,,,"Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)",PATRIC,"Peptidoglycan biosynthesis","Peptidoglycan glycosyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3685,,,,"Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit A (EC 6.3.5.7)",PATRIC,"Aminoacyl-tRNA biosynthesis","Asparaginyl-tRNA synthase (glutamine-hydrolyzing)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3699,,,,"Ornithine cyclodeaminase (EC 4.3.1.12)",PATRIC,"Arginine and proline metabolism","Ornithine cyclodeaminase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3744,,,,"5-keto-2-deoxygluconokinase (EC 2.7.1.92) / uncharacterized domain",PATRIC,"Inositol phosphate metabolism","5-dehydro-2-deoxygluconokinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3787,,,,"Arginine N-succinyltransferase, beta subunit (EC 2.3.1.109)",PATRIC,"Arginine and proline metabolism","Arginine N-succinyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3853,,,,"Dihydrolipoamide acetyltransferase component (E2) of acetoin dehydrogenase complex (EC 2.3.1.12)",PATRIC,"Glycolysis / Gluconeogenesis","Dihydrolipoyllysine-residue acetyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3876,,,,"NAD-dependent dihydropyrimidine dehydrogenase subunit PreT (EC 1.3.1.1)",PATRIC,"Pantothenate and CoA biosynthesis","Dihydrouracil dehydrogenase (NAD(+))"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3877,,,,"NAD-dependent dihydropyrimidine dehydrogenase subunit PreA (EC 1.3.1.1)",PATRIC,"Pantothenate and CoA biosynthesis","Dihydrouracil dehydrogenase (NAD(+))"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3891,,,,"Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)",PATRIC,"Valine, leucine and isoleucine degradation","3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3951,,,,"DNA polymerase II (EC 2.7.7.7)",PATRIC,"Pyrimidine metabolism","DNA-directed DNA polymerase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3966,,,,"NAD synthetase (EC 6.3.1.5)",PATRIC,"Nicotinate and nicotinamide metabolism","NAD(+) synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3981,,,,"Oxaloacetate decarboxylase (EC 4.1.1.3)",PATRIC,"Arginine and proline metabolism","Oxaloacetate decarboxylase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4000,,,,"Acryloyl-CoA reductase AcuI/YhdH (EC 1.3.1.84)",PATRIC,"Reductive carboxylate cycle (CO2 fixation)","Acrylyl-CoA reductase (NADPH)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4020,,,,"Malate:quinone oxidoreductase (EC 1.1.5.4)",PATRIC,"Pyruvate metabolism","Malate dehydrogenase (quinone)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4120,,,,"Gamma-glutamyl-GABA hydrolase (EC 3.5.1.94)",PATRIC,"Arginine and proline metabolism","Gamma-glutamyl-gamma-aminobutyrate hydrolase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4130,,,,"Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A (EC 2.8.3.5)",PATRIC,"Synthesis and degradation of ketone bodies","3-oxoacid CoA-transferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4457,,,,"Putative benzaldehyde dehydrogenase oxidoreductase protein (EC 1.2.1.28)",PATRIC,"Toluene and xylene degradation","Benzaldehyde dehydrogenase (NAD(+))"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4467,,,,"Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)",PATRIC,"Aminoacyl-tRNA biosynthesis","Phenylalanine--tRNA ligase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4477,,,,"Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)",PATRIC,"Purine metabolism","Purine nucleosidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4519,,,,"3-isopropylmalate dehydrogenase (EC 1.1.1.85)",PATRIC,"Valine, leucine and isoleucine biosynthesis","3-isopropylmalate dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4521,,,,"3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)",PATRIC,"Valine, leucine and isoleucine biosynthesis","3-isopropylmalate dehydratase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4522,,,,"3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)",PATRIC,"Valine, leucine and isoleucine biosynthesis","3-isopropylmalate dehydratase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4530,,,,"Glutamyl-tRNA synthetase (EC 6.1.1.17)",PATRIC,"Aminoacyl-tRNA biosynthesis","Glutamate--tRNA ligase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4606,,,,"NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.13)",PATRIC,"Folate biosynthesis","PreQ(1) synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4646,,,,"Aconitate hydratase (EC 4.2.1.3)",PATRIC,"Glyoxylate and dicarboxylate metabolism","Aconitate hydratase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4652,,,,"Cytochrome c oxidase (cbb3-type) subunit CcoO (EC 1.9.3.1)",PATRIC,"Oxidative phosphorylation","Cytochrome-c oxidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4653,,,,"Cytochrome c oxidase (cbb3-type) subunit CcoQ (EC 1.9.3.1)",PATRIC,"Oxidative phosphorylation","Cytochrome-c oxidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4655,,,,"Cytochrome c oxidase (cbb3-type) subunit CcoN (EC 1.9.3.1)",PATRIC,"Nitrogen metabolism","Cytochrome-c oxidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4658,,,,"Cytochrome c oxidase (cbb3-type) subunit CcoP (EC 1.9.3.1)",PATRIC,"Nitrogen metabolism","Cytochrome-c oxidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4664,,,,"Coproporphyrinogen III oxidase, oxygen-independent (EC 1.3.99.22)",PATRIC,"Porphyrin and chlorophyll metabolism","Coproporphyrinogen dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4671,,,,"2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)",PATRIC,"Phenylalanine, tyrosine and tryptophan biosynthesis","3-deoxy-7-phosphoheptulonate synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4679,,,,"3-hydroxybutyrate dehydrogenase (EC 1.1.1.30)",PATRIC,"Synthesis and degradation of ketone bodies","3-hydroxybutyrate dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4693,,,,"UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)",PATRIC,"Amino sugar and nucleotide sugar metabolism","UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4741,,,,"4-(hydroxymethyl)benzenesulfonate dehydrogenase (EC 1.1.1.257)",PATRIC,"2,4-Dichlorobenzoate degradation","4-(hydroxymethyl)benzenesulfonate dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4817,,,,"Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)",PATRIC,"Betalain biosynthesis","With oxygen as acceptor"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4868,,,,"Glutathione S-transferase (EC 2.5.1.18)",PATRIC,"Drug metabolism - cytochrome P450","Glutathione transferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4903,,,,"Glycolate dehydrogenase (EC 1.1.99.14), FAD-binding subunit GlcE",PATRIC,"Glyoxylate and dicarboxylate metabolism","Glycolate dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4904,,,,"Glycolate dehydrogenase (EC 1.1.99.14), iron-sulfur subunit GlcF",PATRIC,"Glyoxylate and dicarboxylate metabolism","Glycolate dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4930,,,,"Succinate-semialdehyde dehydrogenase [NAD] (EC 1.2.1.24); Succinate-semialdehyde dehydrogenase [NADP+] (EC 1.2.1.79)",PATRIC,"Butanoate metabolism","Succinate-semialdehyde dehydrogenase (NAD(+))"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4959,,,,"Muconate cycloisomerase (EC 5.5.1.1)",PATRIC,"gamma-Hexachlorocyclohexane degradation","Muconate cycloisomerase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4971,,,,"Glutathione S-transferase, omega (EC 2.5.1.18)",PATRIC,"Drug metabolism - cytochrome P450","Glutathione transferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4978,,,,"Thioredoxin reductase (EC 1.8.1.9)",PATRIC,"Selenoamino acid metabolism","Thioredoxin-disulfide reductase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4985,,,,"Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)",PATRIC,"Reductive carboxylate cycle (CO2 fixation)","Isocitrate dehydrogenase (NADP(+))"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4994,,,,"Isocitrate lyase (EC 4.1.3.1)",PATRIC,"Glyoxylate and dicarboxylate metabolism","Isocitrate lyase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4995,,,,"NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3)",PATRIC,"Nitrogen metabolism","NADH:ubiquinone reductase (H(+)-translocating)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4999,,,,"NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3)",PATRIC,"Oxidative phosphorylation","NADH:ubiquinone reductase (H(+)-translocating)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5003,,,,"NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3)",PATRIC,"Nitrogen metabolism","NADH:ubiquinone reductase (H(+)-translocating)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5005,,,,"NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)",PATRIC,"Nitrogen metabolism","NADH:ubiquinone reductase (H(+)-translocating)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5007,,,,"NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)",PATRIC,"Oxidative phosphorylation","NADH:ubiquinone reductase (H(+)-translocating)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5012,,,,"UDP-2,3-diacylglucosamine diphosphatase (EC 3.6.1.54)",PATRIC,"Lipopolysaccharide biosynthesis","UDP-2,3-diacylglucosamine diphosphatase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5030,,,,"Isovaleryl-CoA dehydrogenase (EC 1.3.8.4)",PATRIC,"Valine, leucine and isoleucine degradation","Isovaleryl-CoA dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5031,,,,"Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4)",PATRIC,"Valine, leucine and isoleucine degradation","Methylcrotonoyl-CoA carboxylase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5032,,,,"Methylglutaconyl-CoA hydratase (EC 4.2.1.18)",PATRIC,"Valine, leucine and isoleucine degradation","Methylglutaconyl-CoA hydratase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5058,,,,"Phosphonoacetaldehyde hydrolase (EC 3.11.1.1)",PATRIC,"Phosphonate and phosphinate metabolism","Phosphonoacetaldehyde hydrolase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5075,,,,"Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)",PATRIC,"Reductive carboxylate cycle (CO2 fixation)","Methenyltetrahydrofolate cyclohydrolase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5133,,,,"Class C beta-lactamase (EC 3.5.2.6)",PATRIC,"beta-Lactam resistance","Beta-lactamase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5186,,,,"Isonitrile hydratase (EC 4.2.1.103)",PATRIC,"Caprolactam degradation","Cyclohexyl-isocyanide hydratase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5195,,,,"Beta-phosphoglucomutase (EC 5.4.2.6)",PATRIC,"Starch and sucrose metabolism","Beta-phosphoglucomutase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5253,,,,"Geranyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.5)",PATRIC,"Geraniol degradation","Geranoyl-CoA carboxylase"
