Genome,Genome ID,Accession,PATRIC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3594",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3844067.3844381.rev","PATRIC","CDS",3844067,3844381,315,"-",,"PLF_286_00008109","PGF_05207346",,104,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3595",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3844378.3845076.rev","PATRIC","CDS",3844378,3845076,699,"-",,"PLF_286_00009082","PGF_08225224",,232,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3596",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3845160.3845777.rev","PATRIC","CDS",3845160,3845777,618,"-",,"PLF_286_00012079","PGF_07182652",,205,,"Transcriptional regulator, AcrR family",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3597",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3846085.3846525.fwd","PATRIC","CDS",3846085,3846525,441,"+",,"PLF_286_00011757","PGF_08225224",,146,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3598",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3846584.3847780.rev","PATRIC","CDS",3846584,3847780,1197,"-",,"PLF_286_00002301","PGF_02753825",,398,,"Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9), FabV => refractory to triclosan","GO:0004318|enoyl-[acyl-carrier-protein] reductase (NADH) activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3599",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3847991.3849022.rev","PATRIC","CDS",3847991,3849022,1032,"-",,"PLF_286_00156393","PGF_06852485",,343,,"Putative exported protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3600",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3849209.3849946.fwd","PATRIC","CDS",3849209,3849946,738,"+",,"PLF_286_00022392","PGF_08964051",,245,,"ABC-type amino acid transport/signal transduction system, periplasmic component/domain",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3601",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3849954.3850547.fwd","PATRIC","CDS",3849954,3850547,594,"+",,"PLF_286_00112051","PGF_06874114",,197,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3602",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3850570.3850839.fwd","PATRIC","CDS",3850570,3850839,270,"+",,"PLF_286_00241648","PGF_06988897",,89,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3603",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3850854.3851636.rev","PATRIC","CDS",3850854,3851636,783,"-",,"PLF_286_00007658","PGF_10470227",,260,,"2-dehydrotetronate isomerase (EC 5.3.1.35)",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3604",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3851985.3852335.fwd","PATRIC","CDS",3851985,3852335,351,"+",,"PLF_286_00241776","PGF_08225224",,116,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3605",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3852747.3853031.fwd","PATRIC","CDS",3852747,3853031,285,"+",,"PLF_286_00381159","PGF_10635390",,94,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3606",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3853322.3856033.fwd","PATRIC","CDS",3853322,3856033,2712,"+",,"PLF_286_00001686","PGF_01580528",,903,,"Mg(2+) transport ATPase, P-type (EC 3.6.3.2)","GO:0015444|magnesium-importing ATPase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3607",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3856159.3856359.fwd","PATRIC","CDS",3856159,3856359,201,"+",,"PLF_286_00004263","PGF_00110492",,66,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3608",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3856387.3858096.fwd","PATRIC","CDS",3856387,3858096,1710,"+",,"PLF_286_00002217","PGF_07501301",,569,,"Sodium-dependent phosphate transporter",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3609",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3858084.3858431.fwd","PATRIC","CDS",3858084,3858431,348,"+",,"PLF_286_00012338","PGF_12750565",,115,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3610",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3858500.3859285.fwd","PATRIC","CDS",3858500,3859285,786,"+",,"PLF_286_00034889","PGF_12817309",,261,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3611",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3859434.3860138.rev","PATRIC","CDS",3859434,3860138,705,"-",,"PLF_286_00001719","PGF_04101957",,234,,"NAD(P)H oxidoreductase YrkL @ Putative NADPH-quinone reductase (modulator of drug activity B) @ Flavodoxin 2",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3612",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3860270.3860707.fwd","PATRIC","CDS",3860270,3860707,438,"+",,"PLF_286_00026162","PGF_00771308",,145,,"Rrf2 family transcriptional regulator, group III",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.344",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.386037.386783.rev","PATRIC","CDS",386037,386783,747,"-",,"PLF_286_00098317","PGF_08225224",,248,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3613",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3860826.3862001.rev","PATRIC","CDS",3860826,3862001,1176,"-",,"PLF_286_00098233","PGF_04544396",,391,,"Aspartate aminotransferase (EC 2.6.1.1)","GO:0004069|L-aspartate:2-oxoglutarate aminotransferase activity;GO:0004069|L-phenylalanine:2-oxoglutarate aminotransferase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.41",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.38612.40687.fwd","PATRIC","CDS",38612,40687,2076,"+",,"PLF_286_00000202","PGF_02226715",,691,,"ATP-dependent DNA helicase RecG (EC 3.6.4.12)",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3614",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3862030.3863640.rev","PATRIC","CDS",3862030,3863640,1611,"-",,"PLF_286_00001715","PGF_00024895",,536,,"Acetohydroxy acid synthase",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3615",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3863651.3865750.rev","PATRIC","CDS",3863651,3865750,2100,"-",,"PLF_286_00001691","PGF_08106054",,699,,"Acyl-CoA synthetase clustered with carnitinyl-CoA dehydratase",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3616",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3865772.3866932.rev","PATRIC","CDS",3865772,3866932,1161,"-",,"PLF_286_00001707","PGF_00032060",,386,,"Acyl-CoA dehydrogenase PA4979",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3617",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3866985.3867776.rev","PATRIC","CDS",3866985,3867776,792,"-",,"PLF_286_00011351","PGF_00725987",,263,,"Carnitinyl-CoA dehydratase (EC 4.2.1.149)",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.345",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.386753.388969.rev","PATRIC","CDS",386753,388969,2217,"-",,"PLF_286_00176509","PGF_08225224",,738,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3618",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3867842.3867970.rev","PATRIC","CDS",3867842,3867970,129,"-",,"PLF_286_00353374","PGF_10404790",,42,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3619",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3868107.3869513.rev","PATRIC","CDS",3868107,3869513,1407,"-",,"PLF_286_00001856","PGF_02992869",,468,,"Arginine permease RocE",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3620",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3869722.3871992.rev","PATRIC","CDS",3869722,3871992,2271,"-",,"PLF_286_00012154","PGF_01425177",,756,,"Sensor histidine kinase/response regulator",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3621",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3871989.3872774.rev","PATRIC","CDS",3871989,3872774,786,"-",,"PLF_286_00011679","PGF_08964051",,261,,"ABC-type amino acid transport/signal transduction system, periplasmic component/domain",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3622",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3872776.3873492.rev","PATRIC","CDS",3872776,3873492,717,"-",,"PLF_286_00003479","PGF_07420062",,238,,"Two-component transcriptional response regulator, OmpR family",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3623",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3873576.3874214.rev","PATRIC","CDS",3873576,3874214,639,"-",,"PLF_286_00011103","PGF_07182652",,212,,"Transcriptional regulator, AcrR family",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3624",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3874497.3875291.rev","PATRIC","CDS",3874497,3875291,795,"-",,"PLF_286_00009962","PGF_01468574",,264,,"Ribulose-5-phosphate 4-epimerase and related epimerases and aldolases",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3625",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3875365.3876420.rev","PATRIC","CDS",3875365,3876420,1056,"-",,"PLF_286_00013029","PGF_07870324",,351,,"ABC transporter, substrate-binding protein (cluster 1, maltose/g3p/polyamine/iron)",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3626",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3876635.3878587.fwd","PATRIC","CDS",3876635,3878587,1953,"+",,"PLF_286_00011710","PGF_00402307",,650,,"oxidoreductase, FMN-binding",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3627",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3878661.3879287.fwd","PATRIC","CDS",3878661,3879287,627,"+",,"PLF_286_00012003","PGF_10343157",,208,,"Transcriptional regulator, Xre family",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3628",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3879338.3879475.rev","PATRIC","CDS",3879338,3879475,138,"-",,,,,45,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3629",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3879459.3880217.rev","PATRIC","CDS",3879459,3880217,759,"-",,"PLF_286_00210001","PGF_03081523",,252,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3630",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3880253.3880381.rev","PATRIC","CDS",3880253,3880381,129,"-",,"PLF_286_00391313","PGF_12412800",,42,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3631",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3880827.3884717.rev","PATRIC","CDS",3880827,3884717,3891,"-",,"PLF_286_00063871","PGF_08225224",,1296,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3632",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3885039.3885332.rev","PATRIC","CDS",3885039,3885332,294,"-",,"PLF_286_00022981","PGF_02984425",,97,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3633",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3885723.3886430.fwd","PATRIC","CDS",3885723,3886430,708,"+",,"PLF_286_00046898","PGF_08225224",,235,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3634",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3886521.3886784.rev","PATRIC","CDS",3886521,3886784,264,"-",,"PLF_286_00171091","PGF_06318066",,87,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3635",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3886805.3887761.rev","PATRIC","CDS",3886805,3887761,957,"-",,"PLF_286_00018473","PGF_10351665",,318,,"Transcriptional regulator, AraC family",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3636",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3887942.3888370.fwd","PATRIC","CDS",3887942,3888370,429,"+",,"PLF_286_00016178","PGF_08225224",,142,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3637",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3888437.3889081.fwd","PATRIC","CDS",3888437,3889081,645,"+",,"PLF_286_00366833","PGF_08225224",,214,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3638",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3889074.3889727.fwd","PATRIC","CDS",3889074,3889727,654,"+",,"PLF_286_00281488","PGF_00811937",,217,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3639",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3890082.3890348.fwd","PATRIC","CDS",3890082,3890348,267,"+",,"PLF_286_00053511","PGF_08225224",,88,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3640",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3890360.3891025.fwd","PATRIC","CDS",3890360,3891025,666,"+",,"PLF_286_00432780","PGF_12707472",,221,,"cons hyp Pro/Syn (e-6)",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3641",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3891072.3891521.rev","PATRIC","CDS",3891072,3891521,450,"-",,"PLF_286_00113781","PGF_01091878",,149,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3642",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3891802.3895296.fwd","PATRIC","CDS",3891802,3895296,3495,"+",,"PLF_286_00363142","PGF_00044300",,1164,,"Putative superfamily I DNA helicases",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.346",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.389234.390811.fwd","PATRIC","CDS",389234,390811,1578,"+",,"PLF_286_00011118","PGF_00825373",,525,,"putative membrane protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3643",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3895483.3896046.fwd","PATRIC","CDS",3895483,3896046,564,"+",,"PLF_286_00423335","PGF_12492191",,187,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3644",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3896130.3896264.rev","PATRIC","CDS",3896130,3896264,135,"-",,"PLF_286_00404934","PGF_11685396",,44,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3645",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3897150.3897869.rev","PATRIC","CDS",3897150,3897869,720,"-",,"PLF_286_00256309","PGF_02060044",,239,,"Transcriptional regulator, DeoR family",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3646",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3898031.3898975.fwd","PATRIC","CDS",3898031,3898975,945,"+",,"PLF_286_00037094","PGF_01003946",,314,,"Epoxide hydrolase (EC 3.3.2.9)","GO:0033961|cis-stilbene-oxide hydrolase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3647",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3899369.3900280.rev","PATRIC","CDS",3899369,3900280,912,"-",,"PLF_286_00367347","PGF_07434896",,303,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3648",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3900468.3900845.fwd","PATRIC","CDS",3900468,3900845,378,"+",,"PLF_286_00303401","PGF_08205696",,125,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3649",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3900922.3902613.fwd","PATRIC","CDS",3900922,3902613,1692,"+",,"PLF_286_00005743","PGF_10302926",,563,,"Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)","GO:0008955|peptidoglycan glycosyltransferase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3650",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3902777.3904699.fwd","PATRIC","CDS",3902777,3904699,1923,"+",,"PLF_286_00000027","PGF_10376398",,640,,"Peptidoglycan D,D-transpeptidase MrdA (EC 3.4.16.4)","GO:0009002|serine-type D-Ala-D-Ala carboxypeptidase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3651",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3904744.3907083.fwd","PATRIC","CDS",3904744,3907083,2340,"+",,"PLF_286_00005784","PGF_05982667",,779,,"Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)","GO:0008955|peptidoglycan glycosyltransferase activity;GO:0008234|cysteine-type peptidase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3652",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3907095.3907601.rev","PATRIC","CDS",3907095,3907601,507,"-",,"PLF_286_00442853","PGF_10519603",,168,,"Acetyltransferase, GNAT family",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3653",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3907635.3908207.rev","PATRIC","CDS",3907635,3908207,573,"-",,"PLF_286_00002445","PGF_00012702",,190,,"Hydrolase, HAD superfamily",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3654",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3908300.3908857.rev","PATRIC","CDS",3908300,3908857,558,"-",,"PLF_286_00092492","PGF_00036484",,185,,"Predicted transcriptional regulators",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3655",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3909029.3909358.fwd","PATRIC","CDS",3909029,3909358,330,"+",,"PLF_286_00035372","PGF_08225224",,109,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3656",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3909479.3910657.rev","PATRIC","CDS",3909479,3910657,1179,"-",,"PLF_286_00053219","PGF_12780381",,392,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.347",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.390960.391421.fwd","PATRIC","CDS",390960,391421,462,"+",,"PLF_286_00013757","PGF_00245831",,153,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3657",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3910790.3911176.rev","PATRIC","CDS",3910790,3911176,387,"-",,"PLF_286_00292794","PGF_08225224",,128,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3658",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3911163.3912038.rev","PATRIC","CDS",3911163,3912038,876,"-",,"PLF_286_00280757","PGF_00788173",,291,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3659",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3912035.3912454.rev","PATRIC","CDS",3912035,3912454,420,"-",,"PLF_286_00298330","PGF_08225224",,139,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3660",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3912725.3913336.fwd","PATRIC","CDS",3912725,3913336,612,"+",,"PLF_286_00400839","PGF_11526245",,203,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.3661",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.3913406.3914716.rev","PATRIC","CDS",3913406,3914716,1311,"-",,"PLF_286_00162010","PGF_02620852",,436,,"Two-component system sensor histidine kinase",
